Geneid,L3,L3,L3,APF0h,APF0h,APF0h
lncRNA:CR44720,0,0,0,0,0,0
lncRNA:CR45404,0,0,0,0,0,0
CG6175,58,1,0,65,150,23
CG7573,0,0,0,0,0,0
lncRNA:CR44361,0,0,0,0,0,0
lncRNA:CR46240,0,0,0,0,0,0
CG6168,0,0,0,0,0,0
lncRNA:CR44721,0,0,0,0,0,0
lncRNA:CR44722,0,0,0,0,0,0
lncRNA:CR44723,0,0,0,0,0,0
lncRNA:CR45250,0,0,0,0,0,0
lncRNA:CR45251,0,0,0,0,0,0
CG6163,21,117,106,123,183,68
lncRNA:CR45036,1,0,0,8,12,4
lncRNA:CR42755,0,0,0,0,0,0
CG11726,0,0,0,0,0,0
CG44362,0,0,0,0,0,0
lncRNA:CR44363,0,0,0,0,0,0
CG7560,0,0,0,0,0,0
CG6149,0,0,0,0,0,0
lncRNA:CR44548,0,0,0,0,0,0
lncRNA:CR44549,0,0,0,0,0,0
CG7557,0,0,0,0,0,0
CG12289,0,0,0,0,0,0
CG7551,0,0,0,0,0,0
Fum3,0,0,0,0,0,0
Vha16-3,0,0,0,0,0,0
asRNA:CR46049,0,0,0,0,0,0
Vha16-2,0,0,0,0,0,0
chrb,649,82,31,509,499,314
CG33500,0,0,0,0,0,0
Sgs8,1029,25,6,0,2,0
Sgs7,3193,39,1,2,14,1
CG33272,0,0,0,0,0,0
Sgs3,2951,36,1,0,4,0
CG7512,1,2,0,286,951,375
CG11714,0,0,0,0,0,0
Fuca,0,0,0,0,0,0
Mob2,1162,807,2497,1008,878,1019
mir-4968,0,0,0,0,15,0
CG7394,678,390,453,327,449,222
CG46412,0,0,0,0,0,0
CG33267,0,0,0,0,5,0
CG33490,0,0,0,0,0,0
CG33489,0,0,0,0,0,0
CG33271,0,0,0,0,0,0
CG33270,0,0,0,0,0,0
CG43390,0,0,0,0,0,0
CG43391,0,0,0,0,0,0
CG33269,0,0,0,0,0,0
CG32086,0,0,0,0,0,0
rt,0,32,1,180,420,276
CG7377,0,0,0,0,0,0
CG33268,0,0,0,0,0,0
lncRNA:CR45672,0,0,0,0,0,0
lncRNA:CR45442,0,0,0,0,0,0
lncRNA:CR45671,0,0,0,0,0,0
lncRNA:CR45443,0,0,0,0,0,0
CG7368,0,0,0,11,0,0
lncRNA:CR46414,0,0,0,0,0,0
CG14137,0,0,0,0,0,0
CG46394,0,0,0,0,0,0
Duba,0,149,5,154,296,136
CG42832,0,0,0,0,0,0
Muc68Ca,0,0,0,0,11,0
CG6084,1423,2891,642,1927,2277,857
CG6083,0,0,0,0,0,0
PCID2,456,1,18,138,244,82
CG18815,1760,762,2,1230,772,580
mir-3642,0,0,0,0,0,0
CG32091,0,0,0,88,85,9
lncRNA:CR45158,0,0,0,0,0,0
CG6071,0,0,0,0,0,0
RIOK1,451,650,4,147,132,31
CG7339,977,636,940,245,388,230
CG32085,0,0,0,0,1,11
mir-274,0,0,0,0,0,0
lncRNA:CR45881,0,0,0,0,0,0
lncRNA:CR45880,0,0,0,0,0,0
lncRNA:CR45883,0,0,0,0,0,0
asRNA:CR45882,0,0,0,0,0,0
lncRNA:CR45884,0,0,0,0,0,0
TfIIEalpha,352,346,1,146,200,41
Sugb,74,0,0,41,65,0
asRNA:CR45885,0,0,0,0,0,0
Pldn,61,0,0,88,65,38
CG14135,528,370,2076,165,422,153
lncRNA:CR43887,0,0,0,1,21,1
Dph1,0,169,0,293,646,198
Dnai2,0,0,0,0,0,0
CG11658,0,0,0,187,103,44
Ccdc56,0,0,0,0,0,0
mtTFB1,0,0,0,0,0,0
crim,1095,487,45,1099,1092,687
CG14132,277,209,692,1431,961,645
Bmcp,288,2,3,100,179,107
sunn,0,0,0,0,0,0
CG32087,0,0,0,0,0,0
CG6024,0,0,0,0,0,0
Gr68a,0,0,0,0,0,0
Muc68D,0,0,0,0,0,0
mir-314,0,0,0,0,0,0
mir-956,0,0,0,0,0,0
Tim13,0,0,0,0,0,0
Pi3K68D,11,0,0,40,470,237
CG14131,0,0,0,0,130,0
CG5964,0,0,0,0,0,0
CG10907,313,23,483,516,451,338
Klp68D,267,0,2,94,245,105
CG10361,0,0,0,0,0,0
tRNA:Gln-TTG-1-1,0,0,0,0,0,0
CG42255,0,0,0,0,10,0
CG14130,3,0,0,108,122,69
CG5946,446,1499,293,158,286,113
CG11597,0,0,35,18,22,31
RpL10Ab,8916,11787,13923,3837,5564,2521
snoRNA:Psi18S-920,0,27,0,6,0,4
CG32095,84,0,1,130,34,27
CycA,0,228,1075,194,309,118
CG7264,0,0,0,0,0,0
CG43064,0,0,0,0,0,0
CG12521,0,0,0,0,0,0
CG44837,0,0,0,0,0,0
CG5906,0,0,0,0,0,0
Sprn,0,0,0,0,0,0
CCDC151,0,0,0,0,0,0
CG5897,0,0,0,0,0,0
snoRNA:Or-ACA8,0,0,0,0,0,0
lncRNA:CR43624,0,0,0,0,0,0
CG11588,0,0,0,0,0,0
SdhAL,0,0,0,0,0,0
byn,0,0,0,0,0,0
Rpt4R,0,0,0,0,0,0
CG5883,0,0,0,0,0,0
mir-285,0,0,0,0,0,0
CG7252,0,0,0,0,0,0
CG17826,0,0,0,0,0,0
obst-G,0,0,0,0,0,0
CG7248,0,0,0,0,0,0
CG11570,0,0,0,0,0,0
CG43294,0,0,0,0,0,0
prc,0,0,0,0,0,0
Muc68E,0,0,0,0,0,0
CG42397,0,0,0,0,0,0
CG14125,0,0,0,0,0,0
CG43896,0,0,0,0,1,1
CG6938,0,0,0,0,0,0
CG6931,0,0,0,0,0,0
viaf,316,1044,42,1376,1306,654
Grip163,0,0,0,25,34,0
Pop2,853,556,0,1151,1139,786
CG6928,0,1,0,372,327,48
rols,0,0,0,228,38,1
lncRNA:CR43994,0,0,0,0,0,0
CG43993,2,0,0,0,0,0
CG6793,0,0,0,0,0,0
CG43638,0,0,0,0,0,0
Sema5c,1,0,1088,0,147,1
CG17154,0,0,0,0,0,0
vers,238,0,1,88,169,151
ssp,402,0,1532,185,232,83
CG11560,246,215,0,246,166,92
yps,3650,1508,3056,1405,1376,692
Ir68b,0,0,0,0,0,0
CG34241,0,0,0,0,0,0
asRNA:CR11538,0,0,0,0,0,0
Lsp2,108,379,1062,63,151,4
CG11534,0,266,0,58,72,36
asRNA:CR45892,0,0,0,0,0,0
CG5645,1,0,2,111,59,55
Atg12,328,0,0,245,148,62
ND-SGDH,2148,2954,2108,1052,1075,565
RhoGAP68F,569,3,1,0,252,110
eIF3l,236,1611,24,809,842,789
Nrx-IV,169,1,3,514,1884,904
CG32099,185,0,0,117,92,16
CG9760,0,0,0,0,0,0
Rh7,0,0,0,0,0,0
CAH2,9809,12221,7495,15450,22102,13263
CG6910,0,0,0,0,67,18
Est-6,0,0,0,0,0,0
thoc6,1095,0,1316,666,282,190
Est-P,0,0,0,0,0,0
lncRNA:CR45746,0,0,0,0,0,0
CG11529,273,1152,1,3,43,0
Adk1,53,0,0,0,44,31
CG5626,491,529,0,449,370,249
app,21,0,0,25,23,76
lncRNA:CR43991,0,0,0,0,0,0
CG32100,8,248,0,350,441,83
Pbgs,688,952,4,1624,1005,475
Sms,1,0,0,29,9,77
INPP5E,1,0,0,0,2,0
lncRNA:CR46241,0,0,0,0,0,0
lncRNA:CR45658,0,0,0,0,0,0
CG4328,0,0,0,0,0,0
lncRNA:CR44550,0,0,0,0,0,0
lncRNA:CR44551,0,0,0,0,0,0
CG44355,0,0,0,0,0,0
Lmx1a,0,0,0,0,0,0
CG10418,869,1512,871,350,484,342
lncRNA:CR45444,0,0,0,2,5,9
CrzR,0,0,0,0,0,0
Ncc69,127,0,1,240,227,88
lncRNA:CR45824,0,0,0,0,0,0
CG32104,41,0,0,0,43,18
Obp69a,0,0,0,0,0,0
Smyd4-2,0,0,0,0,0,0
SCaMC,848,235,664,431,677,285
ArfGAP1,416,0,2,261,439,202
toe,0,0,0,0,0,0
eyg,0,0,0,0,0,0
CG32102,0,0,0,0,0,0
CG10616,814,677,5,438,799,540
CG10663,0,7,0,3,34,0
CG33725,0,0,0,0,0,0
CG10660,0,0,0,15,10,30
lncRNA:CR45681,0,0,0,2,2,0
CG10657,5,7,0,2,2,2
asRNA:CR45682,0,64,0,0,0,0
CG10638,872,718,212,811,992,246
asRNA:CR43868,0,0,0,0,0,0
CG10681,1,0,0,71,23,17
CG10646,1055,0,1,324,221,145
vih,786,0,1367,695,778,419
CG10654,0,0,0,0,0,1
sti,0,0,0,0,0,33
lncRNA:CR45168,0,0,0,0,0,0
tral,36,441,720,631,794,452
Gcn5,1,2,0,237,390,356
ver,947,517,654,311,118,103
eIF2beta,1982,1005,900,1446,2666,1203
nst,831,178,1,1413,1443,861
Tsf2,5,869,0,926,3077,1290
CG34242,105,256,308,62,64,57
Pmm2,38,0,811,81,212,129
CG4069,620,402,0,136,0,51
sowah,89,17,0,162,427,125
lncRNA:CR43612,0,0,0,0,0,0
ara,1,0,0,1,1,1
caup,0,0,0,0,0,0
lncRNA:CR32111,0,0,0,0,0,0
lncRNA:CR43431,0,0,0,0,0,0
lncRNA:CR44553,0,0,0,0,0,0
lncRNA:CR44552,0,0,0,19,6,0
mirr,317,602,263,400,527,598
SmD1,824,109,2161,320,238,178
Ptp69D,1,0,1,251,247,207
CG32112,0,0,0,0,28,28
CG32109,441,181,286,338,457,218
Klc,840,2,1070,1517,1425,525
CG10984,1,0,1,271,349,185
CG10973,564,0,0,164,195,55
Vps13D,0,573,0,0,20,0
Hip1,0,0,0,43,141,120
CG32106,0,0,0,0,0,0
CG10969,0,0,0,0,0,0
CG17666,0,0,0,0,0,0
Atg1,0,0,0,206,135,128
CG42709,0,121,1,139,217,188
Sap130,0,0,0,79,128,1
asRNA:CR46251,0,0,0,0,0,0
CG32110,0,0,0,0,0,0
Sf3a2,126,77,620,333,253,149
CG42588,0,0,131,0,98,58
CG10960,0,0,5,121,4,0
CG10948,0,1272,0,14,93,50
Wbp2,1203,992,2,733,565,393
Ent3,0,0,1,0,55,0
CG32107,0,0,0,0,0,0
CG10943,0,0,0,0,0,0
CG14120,0,0,0,0,0,0
lncRNA:CR45748,0,0,0,0,0,0
CG43894,0,0,0,0,0,0
CG14118,0,0,0,0,37,0
CG12520,0,0,0,0,0,0
CG32117,0,0,0,0,0,0
CG32115,0,0,0,0,0,0
CG10752,0,0,0,0,0,0
Or69a,0,0,0,0,0,0
CG10748,0,0,0,0,0,0
CG10749,0,0,0,0,0,0
CG11262,0,0,0,0,0,0
CG11263,0,0,0,0,0,0
CG14117,9,0,0,152,72,59
Cul6,0,0,0,0,18,76
MICAL-like,2,0,1,158,419,295
CG11267,3071,3761,3754,999,1131,729
mRpL20,689,1049,1697,289,361,138
ste14,78,179,0,29,50,26
asRNA:CR45445,0,0,0,0,0,0
AdenoK,344,798,13,431,234,177
RpS12,4220,9200,9784,1900,4121,1949
snoRNA:Me28S-A774b,16,0,0,0,3,0
snoRNA:Me28S-A774a,32,0,0,0,16,2
Zmynd10,0,0,0,0,10,0
lncRNA:CR45172,0,0,0,0,0,0
CG17672,229,7,3,2387,1006,554
lncRNA:CR45157,0,0,0,0,0,0
SRm160,0,0,832,3,149,79
RpS4,5995,5223,9487,4022,5025,2519
snoRNA:Psi28S-3327a,0,0,0,0,0,0
snoRNA:Psi28S-3327b,0,0,0,0,0,0
snoRNA:Psi28S-3327c,0,0,0,0,0,0
Syx13,789,637,2210,799,906,431
CG11279,100,874,1057,45,213,12
CG14115,0,0,0,0,0,0
CG34428,0,3,0,0,0,1
CG34429,0,0,0,0,0,0
lncRNA:CR43652,0,0,0,0,0,0
CG17300,0,0,0,0,0,0
lncRNA:CR45749,0,0,0,0,0,0
CG11251,0,0,0,0,0,0
lncRNA:CR44554,0,0,0,0,0,0
trn,3,8,0,19,51,5
CG33262,0,0,0,0,0,0
snky,0,0,0,0,0,0
lncRNA:CR45096,0,0,0,0,0,0
tRNA:Pro-AGG-1-5,0,0,0,0,0,0
tRNA:Pro-AGG-1-6,0,0,0,0,0,0
tRNA:Pro-AGG-1-7,0,0,0,0,0,0
tRNA:Leu-CAA-2-2,0,0,0,0,0,0
lncRNA:CR45097,0,0,0,0,0,0
lncRNA:CR43914,0,0,0,0,0,0
lncRNA:CR45098,0,0,0,0,0,0
caps,389,1,399,2,32,18
CG32119,0,0,0,0,0,0
tRNA:Asp-GTC-1-10,0,0,0,0,0,0
tRNA:CR32123:Psi,0,0,0,0,0,0
lncRNA:CR43146,0,0,0,0,0,0
lncRNA:CR43913,0,0,0,0,0,0
lncRNA:CR45752,0,0,0,0,0,0
lncRNA:CR45753,0,0,0,0,0,0
lncRNA:CR43912,0,0,0,0,0,0
Sfp70A4,0,0,0,0,0,0
lncRNA:CR45253,0,0,0,0,0,0
lncRNA:CR45255,0,0,0,0,0,0
lncRNA:CR45254,0,0,0,0,0,0
CG42481,0,0,0,0,0,0
CG43147,0,0,0,0,0,0
SP,0,0,0,0,0,0
lncRNA:CR43911,0,0,0,0,0,0
lncRNA:CR44557,0,0,0,0,0,0
lncRNA:CR44555,0,0,0,0,0,0
lncRNA:CR44558,0,0,0,0,0,0
CG14113,0,0,0,0,0,0
lncRNA:CR44559,0,0,0,0,0,0
CG17687,0,0,0,0,0,0
Nplp2,67,317,564,1,2,0
CG14111,0,0,0,0,0,0
SNCF,0,0,0,0,0,0
asRNA:CR45886,0,0,0,0,0,0
CG14107,0,0,0,0,0,0
ImpL1,0,0,0,0,25,0
CG14110,0,0,0,0,0,0
CG10171,0,0,2,91,292,132
Poc1,349,0,0,0,4,0
sens,0,0,0,0,0,0
CG10222,0,0,0,3,19,63
flr,625,967,2305,750,2343,1201
CG32121,0,0,0,0,0,0
CG33263,0,0,0,0,0,0
CG14106,0,0,0,0,0,0
CG14105,0,0,0,0,0,0
CG10713,0,0,0,0,0,0
tRNA:Val-AAC-2-3,0,0,0,0,0,0
tRNA:Val-AAC-2-4,0,0,0,0,0,0
CG10154,0,0,0,0,0,0
CG10725,0,0,0,0,0,0
CG10140,0,0,0,0,0,0
CG14109,0,0,1,227,164,0
cmb,60,0,0,88,135,19
JMJD7,288,709,23,215,306,170
CG10738,0,0,0,0,0,0
CG10116,0,0,0,0,0,0
CG10089,0,0,0,0,13,0
stv,106,0,11,175,86,76
Abp1,75,1,1,628,530,275
Tgi,0,237,0,195,86,117
Spt20,1,0,0,24,114,30
Vps36,207,503,0,235,169,119
Liprin-beta,69,1191,1903,198,888,477
CG10710,0,0,0,0,0,0
bru3,0,102,0,0,2,0
lncRNA:CR45825,0,0,0,0,0,0
lncRNA:CR45178,0,0,0,0,0,0
lncRNA:CR45120,0,0,0,0,0,0
mir-289,0,0,0,0,0,0
CG43184,0,0,0,0,0,0
CG8757,0,0,0,0,0,0
asRNA:CR46266,0,0,0,0,0,0
CG8750,0,0,0,0,0,0
Tsp68C,0,0,0,0,0,0
Hml,50,476,0,0,67,1
CG8745,0,0,0,9,40,0
dysc,0,0,0,0,0,0
CG13737,0,0,0,57,22,17
Rgl,167,25,142,143,171,170
CG8833,89,0,0,0,39,41
DCTN1-p150,0,466,0,470,306,102
CG32137,555,86,170,575,597,335
Meics,504,1206,0,150,209,172
Nxf3,0,0,0,99,6,18
ssp2,0,0,0,0,0,0
CG13738,0,0,0,0,0,0
Hsc70-1,0,0,0,0,0,0
CG17364,0,0,0,0,0,0
CG17362,0,0,0,0,0,0
CG9040,0,0,0,0,0,0
26-29-p,4992,1066,360,3898,5724,2259
CG17361,162,0,0,92,89,33
CG17359,0,0,0,76,84,43
Nprl3,0,0,0,16,26,50
upSET,239,93,17,6,106,93
Ptip,136,0,0,77,64,36
endos,1523,1267,15,1750,1395,550
CG6650,2082,2560,78,1059,1019,466
asRNA:CR42871,0,0,0,0,0,0
CG6661,0,0,0,0,0,0
Hsc70Cb,878,2,25,717,2065,746
Neurl4,0,0,0,3,146,26
CG6833,1299,763,4,371,228,82
CG13484,106,186,0,113,108,36
asRNA:CR46067,0,0,0,0,0,0
Frl,101,0,2,58,64,50
Pex1,1127,151,0,490,298,157
btl,0,0,99,38,455,61
CG8100,0,0,0,7,0,0
Fbp1,801,1498,5967,923,3461,60
Sox21a,0,0,0,0,0,0
Sox21b,0,0,0,0,0,0
lncRNA:CR45887,0,0,0,0,0,0
D,0,0,0,0,13,0
nan,0,0,0,0,0,0
nuf,4284,742,810,2483,3133,2877
saturn,0,0,0,0,0,0
CG7768,0,4,1,150,80,68
CG7924,2,2,2,5919,8702,138
CG34244,1,0,0,177,720,11
CG7906,1,0,0,499,1161,42
lncRNA:CR45399,0,0,0,0,0,0
lncRNA:CR44561,0,0,0,0,0,0
lncRNA:CR44560,0,0,0,0,0,0
fz,7,132,24,82,91,98
lncRNA:CR45025,0,0,0,0,0,0
CG13482,0,0,0,0,0,0
CG13481,0,0,0,0,0,0
CG43120,0,0,0,0,0,0
CG3868,0,0,0,0,0,0
stwl,0,117,99,18,23,31
lncRNA:CR45233,0,18,8,0,0,0
CG3919,0,0,0,1,87,1
bbg,235,0,3,144,382,110
lncRNA:CR46032,0,0,0,0,0,0
lncRNA:CR46031,0,0,0,0,0,0
CG9592,0,0,0,0,0,0
CG4613,0,0,0,0,0,0
CG43246,0,0,0,0,0,0
Mpcp2,1738,3636,1917,2207,1717,1447
Gbs-70E,0,0,13,157,117,31
asRNA:CR44843,0,0,0,1,1,0
CG34039,0,134,0,103,100,55
Lk,0,0,0,0,0,0
CG42758,0,0,0,0,0,0
HGTX,0,0,0,0,0,0
shd,0,0,0,0,0,0
CG9628,525,1,4,763,596,277
RecQ5,0,0,0,2,45,48
dlp,282,441,0,245,251,54
lncRNA:CR45888,0,0,0,0,0,0
CG43121,0,0,0,0,0,0
ome,116,446,0,192,496,151
tRNA:iMet-CAT-1-4,0,0,0,0,0,0
tRNA:iMet-CAT-1-5,0,0,0,0,0,0
CG4914,250,941,3,987,1819,861
CG5048,0,0,0,0,0,0
goddard,0,0,0,0,0,0
CG13474,0,0,0,0,0,0
CG17177,0,0,0,0,0,0
CG13476,0,0,0,0,0,0
CG13473,0,0,0,0,0,0
CG13471,0,0,0,0,0,0
Trl,60,3,0,39,84,32
CG42507,0,0,0,0,0,0
CG33260,13,0,0,0,6,0
CG9384,7,0,0,5,316,114
CG17173,0,0,0,0,0,0
mop,56,0,0,65,147,47
bmm,0,0,0,0,115,39
Tdrd3,0,0,0,51,64,42
CG9425,0,38,0,18,58,91
NHP2,5039,3181,4113,1085,1291,890
gnu,0,0,0,0,0,0
CG17839,0,0,0,0,2,0
lncRNA:CR44702,0,0,0,0,0,0
lncRNA:CR45398,0,0,0,0,0,0
CG34245,0,0,0,0,0,0
DCX-EMAP,0,0,0,0,0,0
CG13465,0,0,0,0,0,0
BobA,0,0,0,0,0,0
lncRNA:CR45978,0,0,0,0,0,0
Tom,0,0,0,0,8,0
Brd,0,0,0,0,0,1
Ocho,0,0,0,0,0,0
lncRNA:CR43432,0,0,0,24,40,0
CG3349,0,0,0,0,6,0
CG5114,1167,1307,1282,91,250,93
mnd,473,24,1,118,488,65
Zip71B,25,38,0,51,41,15
mRpL39,744,1597,755,899,1229,451
Prosbeta2,353,866,908,1743,2355,1098
Reck,2,1,0,74,21,187
Sytbeta,0,0,0,0,0,0
CG32148,0,0,0,0,0,0
Rpn12R,0,0,0,0,0,0
ind,0,0,0,0,0,0
CG43678,0,0,0,0,0,0
CG18581,0,0,0,0,0,0
CG12310,2371,0,7,0,10,0
CG43679,489,0,0,0,34,0
CG13461,0,0,0,0,0,0
CG43680,0,0,0,0,0,0
CG18649,0,0,0,0,0,0
EAChm,0,0,0,0,0,0
CG13460,0,0,0,0,0,0
lncRNA:CR43684,0,0,0,0,0,0
Plp,2,0,0,0,135,0
Or71a,0,0,0,0,0,0
sstn,0,0,0,0,0,60
GlyRS,1632,9,1,1222,1827,1087
CTPsyn,1582,749,1,275,103,344
lncRNA:CR43973,0,0,0,0,2,0
CR43972,0,0,0,0,0,0
CG45071,523,1159,2663,155,344,428
asRNA:CR43971,0,27,0,0,2,6
CG13458,0,0,0,0,0,0
Cep135,2,414,0,157,62,48
CG16959,304,63,0,0,121,40
CG32847,0,0,0,0,0,0
CG13457,0,0,0,0,0,0
CG12316,579,2,0,78,260,30
scaRNA:MeU5-U42,0,0,0,0,1,0
Pdi,2217,1238,101,6571,7744,3516
asRNA:CR45396,0,0,0,6,0,0
CG32147,411,254,690,223,308,137
asRNA:CR45397,0,0,0,0,0,0
Pex3,535,46,4,264,951,613
FucTA,0,0,0,0,0,0
Msh6,0,0,0,0,0,0
Prp31,326,0,0,322,242,154
CG7011,422,0,271,787,687,441
CG6878,317,396,24,42,164,101
lncRNA:CR44562,0,0,0,0,0,0
CG6888,0,0,0,0,0,0
Tollo,1,1,0,20,181,34
Best4,0,0,0,0,0,0
Best3,0,0,0,0,0,0
CG7255,212,0,3943,1,1,0
lncRNA:CR46213,0,0,0,0,0,0
lncRNA:CR43247,0,0,0,0,0,0
lncRNA:CR43992,0,0,0,0,0,0
Toll-6,0,0,0,0,0,0
CG33259,0,0,0,0,0,0
lncRNA:CR43625,0,0,0,0,0,0
lncRNA:CR45395,0,0,0,0,0,0
lncRNA:CR45394,0,0,0,0,0,0
CG7804,0,0,0,0,0,0
Ran-like,0,0,0,0,0,0
CG12355,0,0,0,0,0,0
CG13455,0,0,0,0,0,0
CG7276,0,0,0,0,0,0
CG7275,1044,571,1794,363,280,92
CG7272,123,1,0,133,54,58
CG7857,1,404,0,148,320,88
CG7841,247,721,0,277,594,279
Z600,0,0,0,0,0,0
gdl,0,0,0,11,13,9
gdl-ORF39,0,0,0,0,0,0
Eip71CD,614,976,224,248,498,228
CG13454,0,0,0,0,0,0
mex1,0,0,0,0,0,0
asRNA:CR43159,0,0,0,0,0,0
yellow-k,0,0,0,0,0,0
CG7945,1244,91,1592,1096,1207,559
CG33986,0,0,0,0,0,0
CG33985,0,0,0,0,2,0
CG42729,0,0,0,0,0,0
CG42728,0,0,0,0,2,0
obst-H,0,1,0,0,28,16
CG43248,0,0,0,16,14,11
CrebA,259,1,2,645,1765,1122
AGO2,608,128,32,720,1532,844
CG7739,277,931,331,1119,937,508
SCCRO,552,213,1,692,959,270
dop,0,0,0,16,14,16
CG16979,322,76,1,365,883,458
mrn,290,1,0,131,192,76
CG12301,1161,2,0,87,69,33
AIMP2,661,1472,794,711,1456,894
CG7656,778,2,1310,1214,1167,651
RhoGAP71E,134,102,172,184,75,90
CG7650,453,0,1,285,94,40
CG13449,0,0,0,0,0,0
comm3,0,0,0,0,0,0
Phs,1,0,0,128,369,191
lncRNA:CR45977,0,0,0,0,0,0
CG43083,0,0,0,0,0,0
Eig71Ea,0,0,0,5,49,0
Eig71Eb,0,0,0,25,85,0
CG43084,0,0,0,0,0,0
Eig71Ec,0,0,0,0,13,0
Eig71Ed,0,0,0,0,9,0
Eig71Ee,843,0,0,0,13,0
Eig71Ef,0,0,0,0,0,0
Eig71Eg,0,0,0,0,31,0
Eig71Eh,0,0,0,0,0,0
Eig71Ei,0,0,0,0,0,0
Eig71Ej,0,0,0,0,0,0
Eig71Ek,0,0,0,0,0,0
CG43082,0,0,0,0,0,0
CG7304,0,0,0,0,0,0
CG7579,0,0,0,0,0,0
Pgant8,0,0,0,0,59,36
CG34452,0,0,0,0,0,0
CG34451,0,0,0,0,0,0
comm2,0,0,0,0,4,20
CG42571,0,0,0,0,0,0
CG42570,0,0,0,0,0,0
comm,0,0,0,48,91,1
lncRNA:CR45240,0,0,0,0,5,2
lncRNA:CR46197,0,0,0,0,0,0
CG6244,0,0,0,0,0,0
CG13445,0,0,0,0,0,0
fwe,1803,851,12,2303,2199,1298
CkIIalpha-i1,0,0,0,0,0,19
DCP2,241,0,1,91,376,148
dbo,282,0,0,53,188,127
CG12713,0,0,1,47,165,52
CG18081,1161,2140,4371,965,1005,739
CG15715,674,1204,30,222,375,158
meru,0,0,0,0,0,0
mir-263b,0,0,0,0,0,0
pHCl-1,0,0,0,0,0,0
lncRNA:CR44051,0,0,0,0,0,0
lncRNA:CR44050,0,0,0,0,0,0
sff,0,0,0,0,0,0
Pka-C3,136,231,0,2,9,1
GXIVsPLA2,288,480,43,144,186,98
elgi,210,1384,0,150,326,160
CG17032,1206,801,1095,110,60,26
l(3)72Ab,142,636,0,240,350,45
CG10516,156,0,0,1,19,16
brm,1146,22,51,175,160,117
CG17026,0,0,0,0,0,0
CG17029,452,58,0,0,0,0
CG17028,0,0,0,0,0,0
CG17027,0,0,0,0,15,0
Arl1,450,1058,950,491,800,298
DNApol-delta,289,0,0,0,59,18
lncRNA:CR45446,0,0,0,0,0,0
Hip14,0,0,0,2,297,126
CG5830,415,0,0,169,338,150
mRpS31,473,411,572,406,245,122
mib1,0,1,0,198,364,62
lncRNA:CR43950,0,0,0,0,0,0
lncRNA:CR45998,0,0,0,0,0,0
lncRNA:CR43949,0,0,0,0,0,0
Notum,0,0,0,5,1,1
mir-4941,0,0,0,0,0,0
CG42717,0,0,0,0,10,0
CG42716,0,0,0,0,0,0
CG42538,0,0,0,0,0,0
CG5895,0,0,0,0,0,0
Diap1,40,1,1,86,458,336
asRNA:CR45889,0,0,0,0,0,0
lncRNA:CR43951,0,0,0,16,0,12
Mbs,37,0,1,190,121,65
CG33258,0,0,0,0,0,0
CG13075,326,0,1,0,0,0
Tasp1,0,1,1129,75,217,87
CG5235,0,0,0,145,0,46
ClC-c,1,0,0,515,729,328
CG13074,0,0,0,0,0,0
ATPsynbetaL,0,0,0,0,0,0
IleRS-m,442,0,1,100,411,124
IntS9,1041,0,0,104,48,90
CG43295,0,0,4,0,0,12
Zn72D,0,0,2,61,624,245
Taf4,548,0,0,117,275,43
Strump,147,51,0,7,202,0
Pgm1,0,422,1674,7,40,82
SsRbeta,2205,459,2113,3328,4619,2955
Trs20,0,86,0,105,107,51
elg1,2,0,0,0,18,62
CG5157,0,0,0,0,0,0
CG5151,234,296,15,63,240,162
CG32152,0,0,0,0,0,0
CG33796,0,0,0,0,0,0
CG33795,0,0,0,0,1,0
lncRNA:CR45754,0,0,0,0,0,0
lncRNA:CR45755,67,374,110,0,0,0
lncRNA:CR45437,0,0,0,0,0,0
CG33687,0,0,0,0,0,0
CG33688,0,0,0,0,0,0
CG33689,0,0,0,0,0,0
CG33690,0,0,0,0,0,0
CG13073,0,0,0,0,0,0
asRNA:CR43891,0,0,0,0,0,0
tRNA:Met-CAT-1-3,0,0,0,0,0,0
l(3)72Dn,930,1,3095,4,279,228
CG5027,996,0,0,594,271,139
PDCD-5,1125,2038,2961,959,1260,501
MED10,248,708,170,391,476,269
Hsc20,0,0,0,44,82,22
l(3)72Dp,0,0,0,0,0,0
l(3)72Dr,0,0,0,0,0,0
CG13055,0,0,0,0,0,0
CG13054,0,0,0,0,0,0
CG13053,0,0,0,0,0,0
CG34247,0,0,0,0,0,0
CG13071,0,0,0,0,0,0
CG13070,0,0,0,0,0,0
CG13051,0,0,34,0,0,0
CG13069,0,0,0,0,0,0
CG4950,1,0,1,0,433,0
CG13068,0,0,0,0,0,0
CG34248,0,0,0,0,0,0
CG13067,973,1748,1779,5,27,12
CG13066,0,0,0,0,0,0
CG13065,0,0,0,0,0,0
CG13050,0,0,0,0,0,0
CG13064,0,0,0,0,0,0
CG13049,0,0,0,0,11,17
CG13048,0,0,0,0,0,0
CG13047,0,0,0,0,0,0
CG13046,148,0,0,0,0,3
CG13045,0,0,0,54,5,4
CG4962,0,0,0,0,0,0
CG4982,0,0,0,0,0,0
CG13044,1,2,2,2,0,0
asRNA:CR45890,0,0,0,0,0,0
CG43249,0,0,0,0,0,0
CG13043,0,0,0,0,0,0
CG13063,0,0,0,0,0,0
CG13042,0,143,0,0,0,0
lncRNA:CR32160,44,0,0,0,0,0
CG13062,0,0,0,0,0,0
